OpenBUGS version 3.2.3 rev 1012
model is syntactically correct
data loaded
model compiled
initial values loaded and chain initialized but another chain contain uninitialized variables
model is initialized
model is already initialized
5000 updates took 1325 s
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
10000 updates took 4293508 s
CODA files written
Summary statistics
		mean	sd	val2.5pc	median	val97.5pc	sample
	lambda_ynOir_gr[3,18]	228.8	84.05	106.9	213.5	431.2	20000
	lambda_ynOir_gr[3,19]	192.3	72.11	88.57	180.8	367.9	20000
	lambda_ynOir_gr[3,20]	223.6	82.47	104.9	210.7	423.0	20000
	lambda_ynOir_gr[3,21]	226.1	86.29	104.1	212.0	434.0	20000
	lambda_ynOir_gr[3,22]	230.8	86.57	107.0	215.1	438.7	20000
	lambda_ynOir_gr[3,23]	471.0	234.2	168.2	427.5	1076.0	20000
	lambda_ynOir_gr[3,24]	503.4	252.9	180.7	449.4	1143.0	20000
	lambda_ynOir_gr[3,25]	466.6	227.9	165.8	421.7	1038.0	20000
	lambda_ynOir_gr[3,26]	195.1	102.3	63.96	173.7	453.4	20000
	lambda_ynOir_gr[3,27]	446.5	220.1	159.4	406.5	992.8	20000
	lambda_ynOir_gr[3,28]	491.1	244.9	169.4	445.7	1117.0	20000
	lambda_ynOir_gr[3,29]	252.7	129.6	85.87	223.3	574.8	20000
	lambda_ynOir_gr[3,30]	140.6	76.53	44.86	123.6	337.7	20000
	lambda_ynOir_gr[4,1]	38.96	57.98	2.795	21.73	166.7	20000
	lambda_ynOir_gr[4,2]	138.4	200.7	10.95	80.78	572.5	20000
	lambda_ynOir_gr[4,3]	163.8	221.3	14.23	97.02	722.0	20000
	lambda_ynOir_gr[4,4]	186.6	380.7	3.041	68.88	989.8	20000
	lambda_ynOir_gr[4,5]	90.09	129.3	7.523	51.93	382.9	20000
	lambda_ynOir_gr[4,6]	22.3	30.39	1.727	12.96	92.4	20000
	lambda_ynOir_gr[4,7]	73.89	101.2	5.767	43.33	304.1	20000
	lambda_ynOir_gr[4,8]	47.78	63.09	3.954	28.7	186.0	20000
	lambda_ynOir_gr[4,9]	109.4	146.9	8.87	64.47	464.4	20000
	lambda_ynOir_gr[4,10]	26.97	35.72	2.333	16.25	114.5	20000
	lambda_ynOir_gr[4,11]	343.1	228.4	88.97	285.0	909.7	20000
	lambda_ynOir_gr[4,12]	4.262	4.703	0.4064	2.795	17.15	20000
	lambda_ynOir_gr[4,13]	63.21	33.78	20.75	55.47	153.6	20000
	lambda_ynOir_gr[4,14]	76.16	39.39	25.59	67.02	172.7	20000
	lambda_ynOir_gr[4,15]	101.3	53.7	34.04	89.4	236.3	20000
	lambda_ynOir_gr[4,16]	27.95	16.25	8.043	24.14	71.19	20000
	lambda_ynOir_gr[4,17]	35.81	21.15	10.57	30.88	88.45	20000
	lambda_ynOir_gr[4,18]	36.62	21.03	10.96	31.9	89.08	20000
	lambda_ynOir_gr[4,19]	68.13	37.07	21.99	59.89	162.0	20000
	lambda_ynOir_gr[4,20]	59.25	32.96	18.79	51.94	144.1	20000
	lambda_ynOir_gr[4,21]	109.3	56.27	36.86	97.0	244.6	20000
	lambda_ynOir_gr[4,22]	104.5	54.08	35.55	92.1	239.3	20000
	lambda_ynOir_gr[4,23]	252.3	319.2	22.52	151.0	1003.0	20000
	lambda_ynOir_gr[4,24]	377.4	474.5	38.56	219.5	1723.0	20000
	lambda_ynOir_gr[4,25]	347.4	463.0	28.67	217.2	1426.0	20000
	lambda_ynOir_gr[4,26]	341.4	439.4	32.01	215.5	1349.0	20000
	lambda_ynOir_gr[4,27]	401.6	492.4	39.03	266.2	1559.0	20000
	lambda_ynOir_gr[4,28]	438.9	565.2	39.48	265.5	1812.0	20000
	lambda_ynOir_gr[4,29]	345.8	446.4	26.64	220.9	1360.0	20000
	lambda_ynOir_gr[4,30]	142.7	182.0	12.64	89.42	594.2	20000
	lambda_ynOir_gr[5,1]	42.58	61.51	3.088	24.46	167.5	20000
	lambda_ynOir_gr[5,2]	150.6	208.5	11.45	90.13	616.2	20000
	lambda_ynOir_gr[5,3]	183.3	246.4	15.09	106.9	831.8	20000
	lambda_ynOir_gr[5,4]	217.0	528.2	3.645	76.67	1165.0	20000
	lambda_ynOir_gr[5,5]	100.1	140.7	7.842	59.48	436.1	20000
	lambda_ynOir_gr[5,6]	24.66	33.98	1.949	14.47	102.0	20000
	lambda_ynOir_gr[5,7]	80.09	105.8	6.979	47.24	314.5	20000
	lambda_ynOir_gr[5,8]	54.08	74.72	4.319	31.78	228.1	20000
	lambda_ynOir_gr[5,9]	120.2	158.5	9.543	70.97	545.7	20000
	lambda_ynOir_gr[5,10]	50.22	33.53	12.58	41.85	139.2	20000
	lambda_ynOir_gr[5,11]	177.2	116.4	44.73	149.1	462.7	20000
	lambda_ynOir_gr[5,12]	1.981	2.108	0.1986	1.341	7.748	20000
	lambda_ynOir_gr[5,13]	112.4	56.72	40.0	100.4	252.3	20000
	lambda_ynOir_gr[5,14]	217.3	106.9	77.21	195.7	491.0	20000
	lambda_ynOir_gr[5,15]	164.7	107.6	41.87	135.8	426.8	20000
	lambda_ynOir_gr[5,16]	63.09	41.78	16.48	52.96	169.8	20000
	lambda_ynOir_gr[5,17]	57.7	39.56	13.71	47.54	157.6	20000
	lambda_ynOir_gr[5,18]	83.95	56.61	21.27	69.0	226.1	20000
	lambda_ynOir_gr[5,19]	108.0	70.74	28.08	91.6	313.9	20000
	lambda_ynOir_gr[5,20]	96.92	63.75	26.15	81.32	271.4	20000
	lambda_ynOir_gr[5,21]	125.8	81.27	32.88	105.6	337.7	20000
	lambda_ynOir_gr[5,22]	174.5	113.0	47.31	145.6	461.9	20000
	lambda_ynOir_gr[5,23]	284.0	372.2	22.34	174.2	1322.0	20000
	lambda_ynOir_gr[5,24]	414.1	543.7	-22.87	252.7	1906.0	20000
	lambda_ynOir_gr[5,25]	388.8	555.7	-168.0	235.9	2150.0	20000
	lambda_ynOir_gr[5,26]	375.8	480.9	33.17	235.4	1509.0	20000
	lambda_ynOir_gr[5,27]	448.9	599.8	36.38	274.6	1782.0	20000
	lambda_ynOir_gr[5,28]	490.0	646.4	43.8	297.3	2078.0	20000
	lambda_ynOir_gr[5,29]	376.1	486.7	35.0	237.0	1466.0	20000
	lambda_ynOir_gr[5,30]	163.3	225.6	13.94	99.62	668.5	20000
	lambda_ynOir_gr[6,1]	34.21	21.44	8.672	29.28	85.87	20000
	lambda_ynOir_gr[6,2]	99.34	52.02	32.8	88.68	229.0	20000
	lambda_ynOir_gr[6,3]	76.42	41.47	23.97	67.12	185.7	20000
	lambda_ynOir_gr[6,4]	323.9	738.1	5.522	123.8	1861.0	20000
	lambda_ynOir_gr[6,5]	98.25	49.7	33.34	88.02	221.2	20000
	lambda_ynOir_gr[6,6]	15.75	11.9	2.88	12.67	46.36	20000
	lambda_ynOir_gr[6,7]	93.2	52.09	29.36	81.06	228.3	20000
	lambda_ynOir_gr[6,8]	32.52	18.51	8.67	28.71	77.13	20000
	lambda_ynOir_gr[6,9]	165.6	68.12	68.71	153.1	335.0	20000
	lambda_ynOir_gr[6,10]	10.99	6.717	2.595	9.451	27.74	20000
	lambda_ynOir_gr[6,11]	34.79	13.25	15.43	32.59	67.0	20000
	lambda_ynOir_gr[6,12]	1.395	1.11	0.216	1.096	4.336	20000
	lambda_ynOir_gr[6,13]	173.3	56.1	88.57	165.0	305.5	20000
	lambda_ynOir_gr[6,14]	290.2	92.72	150.2	273.8	508.3	20000
	lambda_ynOir_gr[6,15]	212.1	64.8	112.3	202.9	361.3	20000
	lambda_ynOir_gr[6,16]	73.86	28.31	32.61	68.99	139.1	20000
	lambda_ynOir_gr[6,17]	211.8	65.03	110.9	202.5	365.3	20000
	lambda_ynOir_gr[6,18]	8.136	4.098	2.668	7.288	18.2	20000
	lambda_ynOir_gr[6,19]	272.0	85.23	142.1	260.0	475.5	20000
	lambda_ynOir_gr[6,20]	309.0	94.65	164.6	294.6	528.7	20000
	lambda_ynOir_gr[6,21]	366.4	117.8	188.3	348.8	637.5	20000
	lambda_ynOir_gr[6,22]	268.2	87.29	139.8	255.5	481.4	20000
	lambda_ynOir_gr[6,23]	433.7	216.3	151.8	381.7	974.4	20000
	lambda_ynOir_gr[6,24]	587.7	288.2	211.4	529.1	1294.0	20000
	lambda_ynOir_gr[6,25]	737.9	366.7	260.2	654.1	1654.0	20000
	lambda_ynOir_gr[6,26]	476.0	238.6	167.7	423.1	1075.0	20000
	lambda_ynOir_gr[6,27]	745.9	366.7	272.6	666.4	1661.0	20000
	lambda_ynOir_gr[6,28]	640.8	316.9	231.9	569.5	1435.0	20000
	lambda_ynOir_gr[6,29]	411.0	209.4	143.3	367.3	933.6	20000
	lambda_ynOir_gr[6,30]	190.1	101.4	62.05	166.2	458.5	20000
	lambda_ynOir_gr[7,1]	82.01	116.5	5.575	46.97	333.2	20000
	lambda_ynOir_gr[7,2]	283.9	378.6	23.27	168.9	1159.0	20000
	lambda_ynOir_gr[7,3]	344.1	449.4	29.61	196.7	1478.0	20000
	lambda_ynOir_gr[7,4]	398.1	828.8	5.893	134.8	2184.0	20000
	lambda_ynOir_gr[7,5]	187.0	266.5	13.53	107.7	798.5	20000
	lambda_ynOir_gr[7,6]	47.32	66.6	3.686	28.13	195.1	20000
	lambda_ynOir_gr[7,7]	156.8	216.5	12.6	90.04	700.0	20000
	lambda_ynOir_gr[7,8]	99.99	142.1	8.481	58.78	419.1	20000
	lambda_ynOir_gr[7,9]	232.4	325.5	20.8	131.4	1046.0	20000
	lambda_ynOir_gr[7,10]	56.69	75.04	5.01	34.51	227.5	20000
	lambda_ynOir_gr[7,11]	315.1	387.2	30.24	202.2	1355.0	20000
	lambda_ynOir_gr[7,12]	5.663	8.056	0.4152	3.25	25.66	20000
	lambda_ynOir_gr[7,13]	373.1	467.6	36.51	214.7	1453.0	20000
	lambda_ynOir_gr[7,14]	218.1	141.8	57.54	183.1	562.3	20000
	lambda_ynOir_gr[7,15]	348.6	222.0	89.93	292.2	884.0	20000
	lambda_ynOir_gr[7,16]	129.7	83.41	34.54	108.3	331.0	20000
	lambda_ynOir_gr[7,17]	339.1	219.5	90.13	282.0	887.6	20000
	lambda_ynOir_gr[7,18]	9.42	7.644	1.597	7.337	29.44	20000
	lambda_ynOir_gr[7,19]	277.0	176.4	73.83	233.8	723.5	20000
	lambda_ynOir_gr[7,20]	108.2	72.03	27.09	90.21	303.5	20000
	lambda_ynOir_gr[7,21]	242.9	155.1	64.82	207.1	635.0	20000
	lambda_ynOir_gr[7,22]	598.1	785.3	56.31	359.4	2394.0	20000
	lambda_ynOir_gr[7,23]	470.6	320.3	117.3	390.0	1268.0	20000
	lambda_ynOir_gr[7,24]	650.8	430.4	159.2	545.5	1724.0	20000
	lambda_ynOir_gr[7,25]	639.2	427.9	161.8	531.9	1690.0	20000
	lambda_ynOir_gr[7,26]	613.6	403.8	159.9	515.3	1640.0	20000
	lambda_ynOir_gr[7,27]	751.9	486.7	193.5	626.0	1988.0	20000
	lambda_ynOir_gr[7,28]	1088.0	705.7	290.2	936.9	2849.0	20000
	lambda_ynOir_gr[7,29]	626.9	414.8	162.6	539.0	1724.0	20000
	lambda_ynOir_gr[7,30]	323.1	223.6	78.83	262.4	867.6	20000
	lambda_ynOir_gr[8,1]	230.4	123.4	74.5	203.8	530.8	20000
	lambda_ynOir_gr[8,2]	404.4	210.9	136.5	361.2	881.5	20000
	lambda_ynOir_gr[8,3]	539.4	282.6	181.7	474.4	1287.0	20000
	lambda_ynOir_gr[8,4]	748.4	1573.0	9.355	278.7	4196.0	20000
	lambda_ynOir_gr[8,5]	215.1	119.1	69.38	189.0	520.4	20000
	lambda_ynOir_gr[8,6]	140.9	80.0	42.86	123.2	337.7	20000
	lambda_ynOir_gr[8,7]	122.6	72.55	35.02	105.9	308.3	20000
	lambda_ynOir_gr[8,8]	70.71	39.76	20.48	61.96	170.6	20000
	lambda_ynOir_gr[8,9]	419.0	216.5	141.5	373.1	954.3	20000
	lambda_ynOir_gr[8,10]	68.23	31.46	25.18	61.8	147.2	20000
	lambda_ynOir_gr[8,11]	662.2	211.4	341.1	633.8	1156.0	20000
	lambda_ynOir_gr[8,12]	3.967	3.245	0.5634	3.094	12.6	20000
	lambda_ynOir_gr[8,13]	1058.0	350.2	525.3	1011.0	1900.0	20000
	lambda_ynOir_gr[8,14]	1429.0	457.9	731.9	1342.0	2501.0	20000
	lambda_ynOir_gr[8,15]	1564.0	526.5	771.7	1479.0	2856.0	20000
	lambda_ynOir_gr[8,16]	324.3	116.5	154.0	303.8	601.9	20000
	lambda_ynOir_gr[8,17]	1681.0	562.2	840.6	1601.0	2990.0	20000
	lambda_ynOir_gr[8,18]	12.27	6.966	3.362	10.75	29.54	20000
	lambda_ynOir_gr[8,19]	346.8	111.8	177.9	329.7	610.6	20000
	lambda_ynOir_gr[8,20]	544.2	176.9	277.2	520.8	975.9	20000
	lambda_ynOir_gr[8,21]	1400.0	444.2	728.5	1339.0	2444.0	20000
	lambda_ynOir_gr[8,22]	1646.0	545.8	817.0	1547.0	2958.0	20000
	lambda_ynOir_gr[8,23]	1188.0	782.6	300.4	984.1	3217.0	20000
	lambda_ynOir_gr[8,24]	1691.0	1098.0	440.9	1393.0	4352.0	20000
	lambda_ynOir_gr[8,25]	1472.0	970.6	386.9	1210.0	3936.0	20000
	lambda_ynOir_gr[8,26]	1612.0	1053.0	398.4	1346.0	4240.0	20000
	lambda_ynOir_gr[8,27]	1884.0	1222.0	495.1	1586.0	5220.0	20000
	lambda_ynOir_gr[8,28]	1661.0	1077.0	429.7	1351.0	4315.0	20000
	lambda_ynOir_gr[8,29]	1500.0	994.0	389.5	1250.0	4073.0	20000
	lambda_ynOir_gr[8,30]	789.7	543.5	195.2	642.3	2235.0	20000
	lambda_ynOir_gr[9,1]	125.9	179.1	9.136	72.51	536.9	20000
	lambda_ynOir_gr[9,2]	437.0	566.8	36.36	264.2	1840.0	20000
	lambda_ynOir_gr[9,3]	540.6	732.2	44.93	329.6	2418.0	20000
	lambda_ynOir_gr[9,4]	628.1	1537.0	7.511	203.0	3296.0	20000
	lambda_ynOir_gr[9,5]	291.0	413.8	22.7	174.6	1180.0	20000
	lambda_ynOir_gr[9,6]	72.44	107.3	5.57	41.48	309.9	20000
	lambda_ynOir_gr[9,7]	241.6	324.7	17.34	140.4	1096.0	20000
	lambda_ynOir_gr[9,8]	158.8	204.9	13.29	96.85	638.0	20000
	lambda_ynOir_gr[9,9]	355.1	466.8	27.45	203.3	1590.0	20000
	lambda_ynOir_gr[9,10]	87.16	113.7	7.597	53.65	383.0	20000
	lambda_ynOir_gr[9,11]	493.9	665.7	41.57	310.5	2012.0	20000
	lambda_ynOir_gr[9,12]	8.732	12.09	0.623	5.1	38.91	20000
	lambda_ynOir_gr[9,13]	573.7	727.4	46.16	357.3	2275.0	20000
	lambda_ynOir_gr[9,14]	565.1	715.2	49.43	351.6	2499.0	20000
	lambda_ynOir_gr[9,15]	1069.0	1279.0	92.31	674.5	4292.0	20000
	lambda_ynOir_gr[9,16]	139.9	177.8	12.38	91.29	585.4	20000
	lambda_ynOir_gr[9,17]	530.9	660.7	48.64	314.9	2170.0	20000
	lambda_ynOir_gr[9,18]	72.22	93.82	6.224	44.1	315.9	20000
	lambda_ynOir_gr[9,19]	550.8	718.7	36.05	332.5	2195.0	20000
	lambda_ynOir_gr[9,20]	503.2	642.4	47.09	297.2	2132.0	20000
	lambda_ynOir_gr[9,21]	890.5	590.8	231.3	761.3	2416.0	20000
	lambda_ynOir_gr[9,22]	1149.0	744.3	294.4	962.3	3072.0	20000
	lambda_ynOir_gr[9,23]	779.2	388.4	277.6	702.0	1745.0	20000
	lambda_ynOir_gr[9,24]	1483.0	726.2	526.7	1322.0	3277.0	20000
	lambda_ynOir_gr[9,25]	815.9	399.0	294.8	729.3	1829.0	20000
	lambda_ynOir_gr[9,26]	1492.0	731.6	533.1	1350.0	3317.0	20000
	lambda_ynOir_gr[9,27]	1684.0	826.1	605.6	1520.0	3682.0	20000
	lambda_ynOir_gr[9,28]	1502.0	735.1	540.4	1342.0	3287.0	20000
	lambda_ynOir_gr[9,29]	1253.0	617.2	448.5	1132.0	2763.0	20000
	lambda_ynOir_gr[9,30]	757.7	377.3	267.9	677.2	1724.0	20000
	lambda_ynOir_gr[10,1]	140.0	201.1	10.12	76.86	595.7	20000
	lambda_ynOir_gr[10,2]	490.1	647.4	40.94	299.7	2023.0	20000
	lambda_ynOir_gr[10,3]	606.9	808.1	58.44	342.4	2728.0	20000
	lambda_ynOir_gr[10,4]	688.1	1409.0	10.76	245.2	3714.0	20000
	lambda_ynOir_gr[10,5]	319.6	438.3	23.91	184.8	1418.0	20000
	lambda_ynOir_gr[10,6]	81.08	109.4	6.24	47.95	359.5	20000
	lambda_ynOir_gr[10,7]	265.5	362.4	17.87	155.0	1149.0	20000
	lambda_ynOir_gr[10,8]	170.7	231.7	14.79	102.5	675.2	20000
	lambda_ynOir_gr[10,9]	397.3	557.4	31.69	245.4	1652.0	20000
	lambda_ynOir_gr[10,10]	97.06	128.0	8.666	58.96	392.8	20000
	lambda_ynOir_gr[10,11]	551.0	704.9	47.75	335.0	2274.0	20000
	lambda_ynOir_gr[10,12]	9.47	13.22	0.7202	5.528	41.66	20000
	lambda_ynOir_gr[10,13]	636.2	807.5	60.1	382.8	2472.0	20000
	lambda_ynOir_gr[10,14]	622.4	782.6	55.11	399.1	2409.0	20000
	lambda_ynOir_gr[10,15]	1192.0	1464.0	100.3	754.0	4668.0	20000
	lambda_ynOir_gr[10,16]	155.7	213.5	15.45	97.98	642.3	20000
	lambda_ynOir_gr[10,17]	585.6	722.9	53.38	377.6	2330.0	20000
	lambda_ynOir_gr[10,18]	80.16	111.1	7.176	50.12	323.6	20000
	lambda_ynOir_gr[10,19]	617.5	830.4	51.06	371.5	2704.0	20000
	lambda_ynOir_gr[10,20]	559.6	738.8	58.95	347.6	2263.0	20000
	lambda_ynOir_gr[10,21]	812.9	1006.0	73.9	500.2	3473.0	20000
	lambda_ynOir_gr[10,22]	1032.0	1395.0	93.33	658.1	3991.0	20000
	lambda_ynOir_gr[10,23]	795.7	561.5	189.1	644.5	2192.0	20000
	lambda_ynOir_gr[10,24]	941.3	650.5	223.4	774.8	2556.0	20000
	lambda_ynOir_gr[10,25]	1082.0	728.4	270.5	893.7	2932.0	20000
	lambda_ynOir_gr[10,26]	1368.0	909.1	356.3	1139.0	3665.0	20000
	lambda_ynOir_gr[10,27]	1256.0	854.1	314.4	1027.0	3413.0	20000
	lambda_ynOir_gr[10,28]	1033.0	710.0	240.9	848.8	2879.0	20000
	lambda_ynOir_gr[10,29]	780.6	543.3	171.0	639.5	2142.0	20000
	lambda_ynOir_gr[10,30]	397.7	292.7	78.96	321.1	1183.0	20000
	lambda_ynPL[1]	119.2	188.4	7.505	63.57	520.9	20000
	lambda_ynPL[2]	414.1	560.0	28.47	252.5	1814.0	20000
	lambda_ynPL[3]	511.3	750.5	35.17	292.1	2165.0	20000
	lambda_ynPL[4]	586.4	1330.0	8.979	206.8	3130.0	20000
	lambda_ynPL[5]	272.4	367.8	19.95	157.8	1157.0	20000
	lambda_ynPL[6]	69.17	104.5	4.984	39.05	311.9	20000
	lambda_ynPL[7]	230.4	335.4	17.05	138.6	1019.0	20000
	lambda_ynPL[8]	113.6	88.09	18.92	89.59	331.5	20000
	lambda_ynPL[9]	341.5	487.1	24.24	193.6	1446.0	20000
	lambda_ynPL[10]	28.86	16.66	7.779	25.22	71.01	20000
	lambda_ynPL[11]	157.4	66.59	64.08	145.6	319.2	20000
	lambda_ynPL[12]	4.016	3.775	0.4562	2.9	14.27	20000
	lambda_ynPL[13]	576.4	213.0	267.2	537.2	1087.0	20000
	lambda_ynPL[14]	755.8	273.4	360.3	703.9	1423.0	20000
	lambda_ynPL[15]	866.4	310.2	407.8	815.3	1601.0	20000
	lambda_ynPL[16]	23.07	13.66	6.178	19.97	56.88	20000
	lambda_ynPL[17]	573.9	212.0	263.1	541.2	1089.0	20000
	lambda_ynPL[18]	14.76	9.675	3.245	12.5	39.18	20000
	lambda_ynPL[19]	768.8	277.6	359.2	728.5	1423.0	20000
	lambda_ynPL[20]	660.9	240.0	309.7	625.5	1237.0	20000
	lambda_ynPL[21]	683.9	247.6	324.8	647.8	1266.0	20000
	lambda_ynPL[22]	599.2	221.1	283.0	567.5	1113.0	20000
	lambda_ynPL[23]	274.2	218.5	51.85	215.2	826.1	20000
	lambda_ynPL[24]	953.7	658.1	223.0	781.8	2580.0	20000
	lambda_ynPL[25]	1137.0	763.6	275.3	935.3	3112.0	20000
	lambda_ynPL[26]	875.2	609.4	200.1	727.9	2417.0	20000
	lambda_ynPL[27]	858.9	599.6	198.1	681.7	2327.0	20000
	lambda_ynPL[28]	1244.0	844.7	302.0	1040.0	3293.0	20000
	lambda_ynPL[29]	898.0	631.2	212.8	727.9	2456.0	20000
	lambda_ynPL[30]	428.2	321.6	86.1	367.3	1227.0	20000
	mu_ydOir[1]	2.272	0.2547	1.78	2.279	2.747	20000
	mu_ydOir[2]	2.37	0.3016	1.783	2.372	2.929	20000
	mu_ydOir[3]	2.117	0.3423	1.448	2.119	2.776	20000
	mu_ydOir[4]	0.8187	0.4176	-0.006609	0.822	1.619	20000
	mup_rem	0.8041	0.01061	0.7811	0.8044	0.8252	20000
	n_LR[1]	145.4	216.3	8.989	88.87	625.3	20000
	n_LR[2]	463.2	91.42	305.3	455.1	669.1	20000
	n_LR[3]	1135.0	188.6	807.6	1116.0	1544.0	20000
	n_LR[4]	717.2	1586.0	7.156	248.9	4020.0	20000
	n_LR[5]	195.5	39.25	127.1	192.0	281.3	20000
	n_LR[6]	34.34	10.5	16.44	33.0	58.0	20000
	n_LR[7]	639.8	111.2	446.2	626.5	879.5	20000
	n_LR[8]	588.7	102.1	412.7	579.4	810.2	20000
	n_LR[9]	209.6	42.07	137.2	206.0	301.7	20000
	n_LR[10]	4.937	3.216	1.388E-4	4.903	12.99	20000
	n_LR[11]	42.16	13.15	21.0	40.04	72.24	20000
	n_LR[12]	1.654	1.686	-8.239E-7	1.0	6.0	20000
	n_LR[13]	1577.0	262.8	1122.0	1552.0	2155.0	20000
	n_LR[14]	648.6	156.3	395.9	631.6	1005.0	20000
	n_LR[15]	1327.0	252.3	900.0	1305.0	1887.0	20000
	n_LR[16]	8.113	4.537	1.432	7.987	19.0	20000
	n_LR[17]	1527.0	312.5	999.3	1491.0	2216.0	20000
	n_LR[18]	4.624	3.223	6.84E-6	4.0	12.01	20000
	n_LR[19]	1486.0	249.9	1062.0	1464.0	2024.0	20000
	n_LR[20]	188.4	39.11	123.2	184.3	274.4	20000
	n_LR[21]	1562.0	299.5	1055.0	1520.0	2235.0	20000
	n_LR[22]	937.5	159.1	666.4	920.5	1285.0	20000
	n_LR[23]	383.4	70.28	258.5	376.4	538.6	20000
	n_LR[24]	940.4	169.4	652.3	930.9	1318.0	20000
	n_LR[25]	579.2	99.62	402.0	570.2	796.2	20000
	n_LR[26]	2150.0	345.5	1544.0	2129.0	2915.0	20000
	n_LR[27]	1740.0	295.6	1235.0	1722.0	2381.0	20000
	n_LR[28]	1919.0	312.7	1382.0	1890.0	2610.0	20000
	n_LR[29]	1388.0	229.0	992.7	1375.0	1891.0	20000
	n_LR[30]	172.3	44.77	101.3	166.0	278.4	20000
	n_MB[1]	27.18	43.53	1.0	14.08	143.3	20000
	n_MB[2]	95.01	133.3	5.979	54.43	426.8	20000
	n_MB[3]	111.7	168.3	6.995	62.81	485.9	20000
	n_MB[4]	128.0	262.4	1.927	43.37	686.4	20000
	n_MB[5]	63.0	88.93	3.002	35.57	307.2	20000
	n_MB[6]	16.05	26.36	8.123E-5	9.0	71.29	20000
	n_MB[7]	51.51	76.77	2.537	28.97	230.2	20000
	n_MB[8]	33.93	52.18	1.992	19.0	156.8	20000
	n_MB[9]	75.38	111.7	4.872	41.84	345.1	20000
	n_MB[10]	7.324	6.653	4.295E-5	5.994	24.71	20000
	n_MB[11]	131.2	59.06	49.99	120.0	273.5	20000
	n_MB[12]	1.387	1.969	-0.001001	1.0	6.996	20000
	n_MB[13]	83.94	41.75	27.37	76.0	180.5	20000
	n_MB[14]	42.13	26.14	9.977	36.66	107.3	20000
	n_MB[15]	739.4	270.5	338.5	704.7	1383.0	20000
	n_MB[16]	9.817	8.494	0.9985	7.997	31.32	20000
	n_MB[17]	24.09	18.73	3.0	19.0	69.13	20000
	n_MB[18]	15.55	22.3	1.072E-5	9.0	77.7	20000
	n_MB[19]	70.03	35.23	22.01	63.98	159.3	20000
	n_MB[20]	139.3	59.25	56.36	129.6	287.1	20000
	n_MB[21]	131.2	56.94	51.1	121.0	268.2	20000
	n_MB[22]	199.2	82.87	82.92	183.5	397.5	20000
	n_MB[23]	177.5	244.7	13.82	104.3	748.6	20000
	n_MB[24]	259.9	372.9	17.01	149.7	1403.0	20000
	n_MB[25]	243.8	338.8	16.4	148.9	1062.0	20000
	n_MB[26]	235.2	316.5	17.04	139.1	1054.0	20000
	n_MB[27]	285.1	415.4	20.44	163.3	1294.0	20000
	n_MB[28]	302.5	410.9	22.91	179.7	1276.0	20000
	n_MB[29]	239.9	373.4	17.89	143.9	1048.0	20000
	n_MB[30]	102.7	163.9	6.149	59.1	450.4	20000
	n_Oir[1]	836.2	480.8	294.6	715.9	2005.0	20000
	n_Oir[2]	2681.0	1414.0	1050.0	2349.0	6235.0	20000
	n_Oir[3]	3204.0	1751.0	1215.0	2724.0	7813.0	20000
	n_Oir[4]	4258.0	5726.0	145.2	2111.0	18610.0	20000
	n_Oir[5]	1718.0	970.1	649.5	1450.0	4139.0	20000
	n_Oir[6]	496.6	271.1	180.0	432.2	1143.0	20000
	n_Oir[7]	1311.0	779.2	448.7	1123.0	3300.0	20000
	n_Oir[8]	789.9	441.4	293.5	700.6	1845.0	20000
	n_Oir[9]	2251.0	1164.0	918.2	1971.0	5037.0	20000
	n_Oir[10]	749.5	276.7	393.9	698.8	1472.0	20000
	n_Oir[11]	3698.0	1303.0	2093.0	3427.0	6880.0	20000
	n_Oir[12]	54.02	32.3	16.0	42.4	138.1	20000
	n_Oir[13]	3454.0	1369.0	1858.0	3112.0	6678.0	20000
	n_Oir[14]	3829.0	1267.0	2275.0	3551.0	6857.0	20000
	n_Oir[15]	6110.0	2495.0	3186.0	5562.0	12010.0	20000
	n_Oir[16]	1214.0	373.5	725.1	1138.0	2079.0	20000
	n_Oir[17]	4044.0	1267.0	2356.0	3838.0	7022.0	20000
	n_Oir[18]	732.0	228.9	421.4	691.1	1252.0	20000
	n_Oir[19]	2712.0	1210.0	1435.0	2395.0	5639.0	20000
	n_Oir[20]	2845.0	1101.0	1619.0	2583.0	5709.0	20000
	n_Oir[21]	4481.0	1349.0	2731.0	4209.0	7629.0	20000
	n_Oir[22]	5867.0	2030.0	3399.0	5430.0	10280.0	20000
	n_Oir[23]	5301.0	1450.0	3123.0	5093.0	8688.0	20000
	n_Oir[24]	7281.0	1990.0	4283.0	7007.0	11890.0	20000
	n_Oir[25]	6601.0	1863.0	3882.0	6378.0	11120.0	20000
	n_Oir[26]	6905.0	2010.0	3914.0	6629.0	11590.0	20000
	n_Oir[27]	8148.0	2268.0	4727.0	7784.0	13450.0	20000
